measure,hazard,haz_type,x_ent,m_fut_cost,x_haz_today,x_haz_fut,ben_aai_Assets,ben_aai_People,bcr_aai_Assets,bcr_aai_People,npv_aai_Assets,npv_aai_People,ben_rp250_Assets,ben_rp250_People,bcr_rp250_Assets,bcr_rp250_People,npv_rp250_Assets,npv_rp250_People,cost_Assets,cost_People,approv,feas
Swales,river_flood,RF,1.16875,1.0402250065321725,1.84375,2.40625,114571771.42549752,251292.79669414437,128.14582371856505,0.28106506538439163,82349509.56441437,172055.83076048427,3.938463868729178e-07,3.6370464980971287e-10,4.4050789331846567e-13,4.0679507142337543e-16,2025404916.3157618,4186360.728968254,859500.0,859500.0,2,0.9597689989182817
Swales,river_flood,RF,1.16875,1.1009990169249582,1.28125,2.40625,114175625.76776682,250622.02715405117,120.6536843542828,0.2648417361686322,82304834.5336517,171960.3635068977,3.938463868729178e-07,3.6370464980971287e-10,4.161923118555395e-13,3.84340402964663e-16,2025404916.3157618,4186360.728968254,859500.0,859500.0,2,0.9597689989182817
Swales,river_flood,RF,1.2,1.0,2.5,2.5,115307620.15694015,252813.1797224166,134.15662612791175,0.294139825156971,83646733.60942735,174592.41831124332,3.938463868729178e-07,3.6370464980971287e-10,4.582273262046746e-13,4.231584058286363e-16,2058987675.29177,4251426.857583855,859500.0,859500.0,2,0.9597689989182817
Swales,river_flood,RF,1.66875,1.0402250065321725,1.28125,2.40625,120225397.64436844,261718.63140822286,134.46927128160812,0.29272611557822564,102661636.16482165,211527.09525741593,-9.277395502244955e-08,0.0,-1.03765480258038e-13,0.0,2562729059.9318914,5227418.786817872,859500.0,859500.0,2,0.9597689989182817
Swales,river_flood,RF,1.66875,1.1009990169249582,1.84375,2.59375,120831433.83105649,262809.8545621295,127.68712743629614,0.27772107246453975,102725423.50821008,211663.4041168149,-9.277395502244955e-08,0.0,-9.803773274993624e-14,0.0,2562729059.9318914,5227418.786817872,859500.0,859500.0,2,0.9597689989182817
Waste Management,river_flood,RF,1.16875,1.0402250065321725,1.28125,2.40625,20113571.904916257,43011.727702964374,12.34573388213533,0.026400648603934627,176366888.39650226,379570.6629579845,202540491.6315765,418636.0728968254,124.31958987001778,0.2569593095586933,1822864424.6841857,3767724.656071429,1566192.0,1566192.0,1,0.06394846826343037
Waste Management,river_flood,RF,1.16875,1.0402250065321725,1.28125,2.59375,20053868.168850854,42914.43027613344,12.309087659340236,0.026340927329923734,176467008.5833515,379801.4537675732,202540491.6315765,418636.0728968254,124.31958987001778,0.2569593095586933,1822864424.6841857,3767724.656071429,1566192.0,1566192.0,1,0.06394846826343037
Waste Management,river_flood,RF,1.16875,1.0402250065321725,1.84375,2.40625,20146107.790074766,43262.56831480467,12.365704446373524,0.02655461486389342,176775173.19983712,380086.059139824,202540491.6315765,418636.0728968254,124.31958987001778,0.2569593095586933,1822864424.6841857,3767724.656071429,1566192.0,1566192.0,1,0.06394846826343037
Waste Management,river_flood,RF,1.16875,1.1009990169249582,1.28125,2.40625,20113571.904916257,43011.727702964374,11.664262102664525,0.024943360025137317,176366888.39650226,379570.6629579845,202540491.6315765,418636.0728968254,117.4572767065699,0.24277542064545965,1822864424.6841857,3767724.656071429,1566192.0,1566192.0,1,0.06394846826343037
Waste Management,river_flood,RF,1.2,1.0,2.5,2.5,20213611.49785565,43505.08441461963,12.906215520099483,0.02777761884533929,178740742.26851183,383900.51361904026,205898767.5291773,425142.6857583856,131.46457620086,0.2714499153094803,1853088907.7625933,3826284.1718254695,1566192.0,1566192.0,1,0.06394846826343037
Waste Management,river_flood,RF,1.66875,1.0402250065321725,1.28125,2.40625,22874586.56649255,48213.9444549746,14.04044789999524,0.029593775310673687,200012447.24269754,425031.7822106642,256272905.99318933,522741.87868178706,157.3006084424055,0.3208595745082645,2306456153.938702,4704676.908136085,1566192.0,1566192.0,1,0.06394846826343037
Waste Management,river_flood,RF,1.66875,1.1009990169249582,1.84375,2.59375,22861337.810840644,48474.79913168039,13.25774643627677,0.02811150426780891,200695519.52842593,425998.459547264,256272905.99318933,522741.87868178706,148.61777706352711,0.3031484568632621,2306456153.938702,4704676.908136085,1566192.0,1566192.0,1,0.06394846826343037
no measure,river_flood,RF,1.16875,1.0402250065321725,1.28125,2.40625,0,0,0,0,196480460.3014185,422582.3906609489,0,0,0,0,2025404916.3157623,4186360.7289682543,0.0,0.0,1,0.6023180647781401
no measure,river_flood,RF,1.16875,1.0402250065321725,1.28125,2.59375,0,0,0,0,196520876.75220236,422715.88404370664,0,0,0,0,2025404916.3157623,4186360.7289682543,0.0,0.0,1,0.6023180647781401
no measure,river_flood,RF,1.16875,1.0402250065321725,1.84375,2.40625,0,0,0,0,196921280.98991188,423348.62745462864,0,0,0,0,2025404916.3157623,4186360.7289682543,0.0,0.0,1,0.6023180647781401
no measure,river_flood,RF,1.16875,1.1009990169249582,1.28125,2.40625,0,0,0,0,196480460.3014185,422582.3906609489,0,0,0,0,2025404916.3157623,4186360.7289682543,0.0,0.0,1,0.6023180647781401
no measure,river_flood,RF,1.2,1.0,2.5,2.5,0,0,0,0,198954353.7663675,427405.5980336599,0,0,0,0,2058987675.2917705,4251426.857583855,0.0,0.0,1,0.6023180647781401
no measure,river_flood,RF,1.66875,1.0402250065321725,1.28125,2.40625,0,0,0,0,222887033.8091901,473245.7266656388,0,0,0,0,2562729059.9318914,5227418.786817872,0.0,0.0,1,0.6023180647781401
no measure,river_flood,RF,1.66875,1.1009990169249582,1.84375,2.59375,0,0,0,0,223556857.33926657,474473.2586789444,0,0,0,0,2562729059.9318914,5227418.786817872,0.0,0.0,1,0.6023180647781401
