measure,hazard,haz_type,x_ent,m_fut_cost,x_haz_today,x_haz_fut,ben_aai_Assets,bcr_aai_Assets,npv_aai_Assets,ben_rp250_Assets,bcr_rp250_Assets,npv_rp250_Assets,cost_Assets,approv,feas
Building code,TCs,TC,1.03203125,0.912727410537296,3.70703125,1.87890625,47266757668.39064,5.62894352859154,141800273005.17188,1282549389096.0308,152.7373240724541,3847648167288.094,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.03203125,0.9313166251425269,1.03515625,1.87890625,17160665476.65582,2.002852387004257,51481996429.967415,543663366999.76276,63.45193744400411,1630990100999.2903,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.03203125,1.0247285215340804,1.31640625,1.59765625,14743109635.429075,1.563840454538542,44229328906.287254,604584589620.3931,64.12987916517227,1813753768861.1807,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.03203125,1.1295022406705815,3.05078125,1.99609375,44269751041.18598,4.260221261838003,132809253123.55792,1282549389096.0308,123.4238740511759,3847648167288.094,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.03984375,1.0686833748574731,3.91796875,3.80078125,53926537334.35042,5.484861356451651,161779612003.05133,1288287986195.4639,131.03160968140685,3864863958586.3945,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.03984375,1.1131576558386187,1.90234375,3.07421875,32669553046.195652,3.1900587989140146,98008659138.58699,1148655248234.684,112.16185836299704,3445965744704.053,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.04765625,0.9629402708890371,1.83203125,3.51953125,31600771837.000904,3.5670608114152165,94802315511.00285,1134272975700.3806,128.0355018522276,3402818927101.1436,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.04765625,0.979290734727564,1.50390625,3.16796875,25432690422.327694,2.8228826986310613,76298071266.98315,712898136448.8258,79.12760238299362,2138694409346.479,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.04765625,1.0048977157202132,1.83203125,2.60546875,30258638971.23173,3.272952505933194,90775916913.69524,1134272975700.3806,122.68964184940474,3402818927101.1436,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.04765625,1.0048977157202132,1.83203125,3.51953125,31600771837.000904,3.418125497041317,94802315511.00285,1134272975700.3806,122.68964184940474,3402818927101.1436,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.04765625,1.0048977157202132,2.44140625,3.51953125,43310283653.737274,4.6846952221462255,129930850961.21188,1294026583294.897,139.96953242232354,3882079749884.695,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.04765625,1.0544732512988175,3.14453125,2.20703125,47043176353.875626,4.849235130259249,141129529061.62695,1294026583294.897,133.38893445459271,3882079749884.695,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.05546875,0.9990208326838654,2.04296875,1.94921875,30385841710.119648,3.3060460537762375,91157525130.359,1208035368578.335,131.43689094452276,3624106105735.008,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.05546875,0.9990208326838654,3.77734375,1.94921875,48765514504.54528,5.305794663388475,146296543513.63593,1299765180394.3303,141.41729514925177,3899295541182.994,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.05546875,0.9990208326838654,3.77734375,3.42578125,54001175318.19385,5.87544601407359,162003525954.5817,1299765180394.3303,141.41729514925177,3899295541182.994,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.05546875,1.1169536610207143,3.77734375,1.94921875,48765514504.54528,4.74558577284583,146296543513.63593,1299765180394.3303,126.48584170161506,3899295541182.994,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.06328125,0.8868423441613812,3.47265625,2.81640625,52437822314.5647,6.427031064299494,157313466943.6941,1305503777493.7642,160.0088058992922,3916511332481.2925,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.06328125,0.9210273480056734,2.62890625,1.41015625,32944613102.424255,3.887980323862421,98833839307.27281,1262889175786.6885,149.04070208419483,3788667527360.0654,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.06328125,0.943240867645543,2.62890625,1.05859375,25805285781.00586,2.973707420568092,77415857343.01761,956866399941.9221,110.26580903413105,2870599199825.7656,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.06328125,0.943240867645543,2.62890625,1.41015625,32944613102.424255,3.796417574361198,98833839307.27281,1262889175786.6885,145.53076238962748,3788667527360.0654,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.06328125,0.943240867645543,2.86328125,1.41015625,35245057268.48585,4.061512405911376,105735171805.45755,1262889175786.6885,145.53076238962748,3788667527360.0654,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.06328125,1.0477771988903886,2.76953125,1.90234375,41736314705.40009,4.3296952358224825,125208944116.20032,1305503777493.7642,135.43202186540105,3916511332481.2925,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.07109375,0.9752714784659196,2.55859375,1.29296875,29873195712.97138,3.329418077157309,89619587138.91415,1222063867262.6333,136.2010803999207,3666191601787.9,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.07109375,1.0088238019449924,3.26171875,3.89453125,51656381326.57534,5.565713305347455,154969143979.726,1311242374593.1975,141.2797207893886,3933727123779.5947,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.07890625,0.9361944419077483,2.86328125,3.80078125,48659209166.592926,5.649514927531308,145977627499.77893,1316980971692.6301,152.90638270299624,3950942915077.8926,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.07890625,0.9650298196446104,2.30078125,2.11328125,37690088837.22591,4.245204348362718,113070266511.67766,1313694147017.724,147.96728469979297,3941082441053.1724,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.07890625,0.9812874837774279,2.86328125,1.76171875,41630622981.574936,4.611357823468316,124891868944.72481,1316980971692.6301,145.8798853397308,3950942915077.8926,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.07890625,0.9812874837774279,2.86328125,3.80078125,48659209166.592926,5.389903124280864,145977627499.77893,1316980971692.6301,145.8798853397308,3950942915077.8926,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.07890625,0.9812874837774279,3.84765625,3.80078125,54864197689.67104,6.077219823411002,164592593069.01328,1316980971692.6301,145.8798853397308,3950942915077.8926,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.07890625,0.987236458093373,2.91015625,2.32421875,46685748596.21733,5.140144338564568,140057245788.65204,1316980971692.6301,145.00082978623644,3950942915077.8926,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.08671875,1.0227143062502715,1.62109375,1.08203125,7460066213.669153,0.7928673309835471,22380198641.007454,518452809820.57007,55.101963412892864,1555358429461.711,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.08671875,1.0227143062502715,1.62109375,2.23046875,24187422213.672676,2.5706764986600037,72562266641.01804,836209133691.5956,88.87359508408822,2508627401074.7896,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.08671875,1.0227143062502715,3.44921875,2.23046875,50439798832.136826,5.3608195329560875,151319396496.41046,1322719568792.0635,140.58067369780886,3968158706376.1934,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.08671875,1.1921350774293704,1.62109375,2.23046875,24187422213.672676,2.2053437414072783,72562266641.01804,836209133691.5956,76.24328724256992,2508627401074.7896,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.09453125,0.90982458861699,1.97265625,1.31640625,19477043938.061108,2.326899074562973,58431131814.183304,1122547051857.6343,134.10934967480216,3367641155572.906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.09453125,1.032895791264049,1.26953125,1.31640625,8701869744.34153,0.9157316885143997,26105609233.024574,512390562675.3174,53.9208571172444,1537171688025.9531,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.09453125,1.032895791264049,1.97265625,1.31640625,19477043938.061108,2.0496452896537214,58431131814.183304,1122547051857.6343,118.13000394574833,3367641155572.906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.09453125,1.032895791264049,1.97265625,3.40234375,34505304179.78676,3.631127721695182,103515912539.36037,1203500406054.1855,126.64904110756251,3610501218162.5605,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.09453125,1.056759132354457,1.36328125,2.55859375,22763686371.622322,2.341416941941291,68291059114.86704,627245651241.1012,64.51694908280558,1881736953723.3047,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.09453125,1.0789726519943266,1.12890625,2.91015625,23039071831.796852,2.32095496916446,69117215495.39053,556267387151.5818,56.03834936665075,1668802161454.7473,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.10234375,1.0147404821612356,2.08984375,1.38671875,23626450292.26682,2.5307873965990324,70879350876.80057,1205746022988.5151,129.15553545838938,3617238068965.5483,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.10234375,1.016723200837085,1.85546875,1.73828125,25165652907.74639,2.6904048741464024,75496958723.23914,1172789907026.7734,125.38040216088699,3518369721080.325,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11015625,0.86084625120041,1.26953125,2.58203125,22317542523.162163,2.8179478461937366,66952627569.48649,594326974753.5385,75.04331700963077,1782980924260.6167,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11015625,0.86084625120041,1.26953125,2.79296875,23126738812.089054,2.9201218618660687,69380216436.26717,594326974753.5385,75.04331700963077,1782980924260.6167,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11015625,0.86084625120041,2.62890625,2.58203125,45581444096.89695,5.755388707602718,136744332290.69086,1339935360090.3628,169.1883395354439,4019806080271.0923,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11015625,0.9262695999561346,2.81640625,2.23046875,45930859996.76434,5.38988301299473,137792579990.29318,1339935360090.3628,157.238397808593,4019806080271.0923,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11015625,0.9455267487011825,1.26953125,2.58203125,22317542523.162163,2.565575054123389,66952627569.48649,594326974753.5385,68.32250723115246,1782980924260.6167,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11015625,1.1250991715462546,2.95703125,3.89453125,50235512896.32851,4.8532449180040675,150706538688.98553,1339935360090.3628,129.4509422096053,4019806080271.0923,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11796875,1.1503102943129275,2.98046875,1.01171875,29852599584.813972,2.8208456422587838,89557798754.44196,956811117326.1638,90.4114384781169,2870433351978.493,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11796875,1.1503102943129275,3.21484375,1.01171875,31807494542.109455,3.005568480405376,95422483626.32837,956811117326.1638,90.4114384781169,2870433351978.493,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11796875,1.1503102943129275,3.21484375,3.61328125,52600780806.370255,4.970377299822802,157802342419.11084,1345673957189.7966,127.15604573247838,4037021871569.3906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.11796875,1.1566688586068414,3.21484375,1.01171875,31807494542.109455,2.9890459465096884,95422483626.32837,956811117326.1638,89.9144190069082,2870433351978.493,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.12578125,0.897356693686209,3.56640625,2.34765625,52971010684.77255,6.41630980545853,158913032054.31766,1351412554289.2295,163.6948495264108,4054237662867.6924,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.12578125,0.9852595178387645,3.28515625,1.12890625,34493713765.03447,3.805410296177692,103481141295.1035,1103444124845.7996,121.73399659277867,3310332374537.3984,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.12578125,1.102643306313791,2.30078125,2.34765625,40109370603.1568,3.95387535663742,120328111809.47037,1347982927673.342,132.88058123944012,4043948783020.0283,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.12578125,1.102643306313791,3.56640625,1.24609375,38940870819.77549,3.838687747650509,116822612459.3265,1249460544826.5972,123.16850608699974,3748381634479.7944,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.12578125,1.102643306313791,3.56640625,2.34765625,52971010684.77255,5.221741718036724,158913032054.31766,1351412554289.2295,133.21866473352412,4054237662867.6924,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.12578125,1.266006746861746,1.45703125,2.83984375,24682950285.06593,2.1192062249763843,74048850855.19775,690498170493.1018,59.28416191516377,2071494511479.306,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.13359375,0.9210273480056734,2.74609375,2.60546875,47395766485.96027,5.593442756753199,142187299457.88077,1357151151388.663,160.16509153413222,4071453454165.991,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.13359375,1.102643306313791,2.32421875,1.45703125,30947297484.513866,3.050702492671778,92841892453.54153,1334076218182.8843,131.5096947079544,4002228654548.655,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14140625,0.9650298196446104,2.30078125,2.11328125,38780095100.972466,4.36797665995327,116340285302.91727,1359412521225.216,153.1167509646224,4078237563675.6494,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14140625,0.9650298196446104,2.30078125,2.32421875,40268733907.6038,4.535648749089104,120806201722.8114,1359412521225.216,153.1167509646224,4078237563675.6494,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14140625,0.9650298196446104,2.91015625,2.11328125,46721990547.314285,5.262508090448405,140165971641.94287,1362889748488.097,153.50840672219778,4088669245464.292,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14140625,0.987236458093373,2.30078125,2.11328125,38780095100.972466,4.2697245364168825,116340285302.91727,1359412521225.216,149.67258285145593,4078237563675.6494,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14140625,1.0711842195939418,2.34765625,3.26171875,43506289750.70706,4.414688390305967,130518869252.12122,1362889748488.097,138.29571734095384,4088669245464.292,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14140625,1.1445072579818074,1.36328125,2.30078125,21786920410.707306,2.069138056038969,65360761232.12192,631646719291.6447,59.9884811722262,1894940157874.935,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14921875,1.039165587109259,2.51171875,3.54296875,46370915571.85148,4.850350100608087,139112746715.55453,1368628345587.5288,143.15711803079452,4105885036762.5913,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14921875,1.039165587109259,3.30859375,1.64453125,45685335036.6261,4.778639081384133,137056005109.87839,1368628345587.5288,143.15711803079452,4105885036762.5913,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14921875,1.039165587109259,3.30859375,3.54296875,54137197146.17485,5.662695169728016,162411591438.52466,1368628345587.5288,143.15711803079452,4105885036762.5913,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14921875,1.043431116117521,1.85546875,3.77734375,32865186886.518192,3.423611647446101,98595560659.55461,1200357980510.794,125.0429391249693,3601073941532.385,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14921875,1.0789726519943266,3.30859375,3.54296875,54137197146.17485,5.453778591880493,162411591438.52466,1368628345587.5288,137.8755525752865,4105885036762.5913,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.14921875,1.1250991715462546,1.43359375,2.44140625,23086767220.798607,2.2304089124901254,69260301662.39587,676712389344.6405,65.37707639842367,2030137168033.9233,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.15703125,0.8078649225706296,3.42578125,1.62109375,46483747838.754074,6.254240214742534,139451243516.26215,1374366942686.962,184.9166945957673,4123100828060.8906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.15703125,0.8830463389792857,2.91015625,3.00390625,50963951106.9447,6.27323806056651,152891853320.8341,1374366942686.962,169.1731278047126,4123100828060.8906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.15703125,0.9931405629494882,2.44140625,2.72265625,44572953271.40644,4.878348952704381,133718859814.21933,1374366942686.962,150.41950428242077,4123100828060.8906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.15703125,1.016723200837085,1.83203125,3.00390625,32526397941.43806,3.477326015775007,97579193824.31424,1197935106111.6606,128.0686203615973,3593805318334.984,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.15703125,1.016723200837085,2.91015625,3.00390625,50963951106.9447,5.448444471777531,152891853320.8341,1374366942686.962,146.9305618664283,4123100828060.8906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.15703125,1.016723200837085,2.91015625,3.96484375,50963951106.9447,5.448444471777531,152891853320.8341,1374366942686.962,146.9305618664283,4123100828060.8906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.16484375,0.8868423441613812,2.79296875,2.67578125,48928209709.92048,5.9968761067119365,146784629129.76138,1380105539786.3962,169.15235577499064,4140316619359.1904,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.16484375,0.9313166251425269,1.52734375,1.19921875,8820068252.946291,1.0294061601506415,26460204758.838875,616159148621.0891,71.91305158118782,1848477445863.2664,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.16484375,0.979290734727564,1.10546875,1.52734375,12775423485.533236,1.4179986987666886,38326270456.59967,548853838557.997,60.91962663857303,1646561515673.9924,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.16484375,0.979290734727564,1.10546875,3.19140625,23186678501.788857,2.5735882635506875,69560035505.36664,554974587953.2821,61.59899469927329,1664923763859.8481,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.16484375,0.979290734727564,2.18359375,1.52734375,29805542188.696327,3.308244152334099,89416626566.08896,1335431030813.4019,148.22518142982895,4006293092440.2046,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.16484375,1.037059729110963,1.10546875,1.52734375,12775423485.533236,1.3390096525572253,38326270456.59967,548853838557.997,57.52612338091648,1646561515673.9924,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.17265625,0.8939819520564645,3.56640625,1.64453125,48131146349.50171,5.852071543841086,144393439048.50513,1385844136885.8293,168.49918717451314,4157532410657.491,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.17265625,0.8939819520564645,3.70703125,1.64453125,48806150993.52603,5.934142630213544,146418452980.57822,1385844136885.8293,168.49918717451314,4157532410657.491,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.17265625,0.8939819520564645,3.70703125,2.98046875,57258013103.07479,6.96177038261739,171774039309.22452,1385844136885.8293,168.49918717451314,4157532410657.491,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.17265625,0.9565688838824791,3.51953125,3.33203125,56352542252.6096,6.403382375291566,169057626757.8289,1385844136885.8293,157.47452672598683,4157532410657.491,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.17265625,0.9951022842797868,3.70703125,1.64453125,48806150993.52603,5.331126755657419,146418452980.57822,1385844136885.8293,151.37663198032178,4157532410657.491,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.17265625,1.0107915779489187,1.87890625,3.54296875,33500845673.55414,3.602519399947554,100502537020.66248,1221513933556.0493,131.35571817566773,3664541800668.149,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18046875,1.0686833748574731,1.90234375,3.07421875,34013123484.967472,3.459470528549623,102039370454.9025,1233066530334.8203,125.4150423238711,3699199591004.462,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18046875,1.1131576558386187,1.90234375,3.07421875,34013123484.967472,3.321253391448053,102039370454.9025,1233066530334.8203,120.40430210902528,3699199591004.462,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18046875,1.1131576558386187,1.90234375,3.80078125,34013123484.967472,3.321253391448053,102039370454.9025,1233066530334.8203,120.40430210902528,3699199591004.462,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18046875,1.1131576558386187,3.91796875,3.07421875,58144831418.40239,5.677623774508486,174434494255.20746,1391582733985.2622,135.88281231424597,4174748201955.7886,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18828125,0.8658282158919746,1.50390625,3.28515625,25794850736.801285,3.238272987762243,77384552210.40388,738189065870.0233,92.6718954980381,2214567197610.072,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18828125,0.9500159655116265,3.89453125,1.52734375,47864113654.471146,5.476351175421763,143592340963.41345,1391200581689.4111,159.17359288801035,4173601745068.2334,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18828125,1.0686833748574731,3.09765625,1.69140625,45708762957.3141,4.6490325540721225,137126288871.94225,1397321331084.696,142.12137753057814,4191963993254.089,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18828125,1.1341717841080254,1.50390625,1.43359375,13268486139.681648,1.2716122676667259,39805458419.04492,705242859600.1577,67.58837914974374,2115728578800.4736,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18828125,1.1341717841080254,1.50390625,3.28515625,25794850736.801285,2.4721018128399384,77384552210.40388,738189065870.0233,70.74584561764365,2214567197610.072,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.18828125,1.1341717841080254,1.73828125,3.28515625,30346175091.50105,2.9082872090214975,91038525274.50319,1061668969244.3242,101.74719793049141,3185006907732.9727,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.19609375,0.9772856937497285,2.88671875,2.76953125,50987905596.04671,5.670975935889932,152963716788.14014,1403059928184.129,156.05110655811222,4209179784552.3906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.19609375,1.0068594370505117,3.68359375,3.16796875,57832211114.53345,6.243284486827804,173496633343.60046,1403059928184.129,151.46753193256964,4209179784552.3906,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.2,1.0,2.5,2.5,45621147035.21635,4.95882032991482,136863441105.64896,1405929226733.845,152.81839421020052,4217787680201.54,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.20390625,0.8362674617231936,1.22265625,3.42578125,23607521526.994568,3.068438108663051,70822564580.98375,584416051130.4261,75.96072635377867,1753248153391.2793,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.20390625,0.8362674617231936,2.48828125,2.88671875,46896063079.43588,6.095416112812361,140688189238.3078,1408798525283.5623,183.11160184542754,4226395575850.6885,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.20390625,0.8362674617231936,2.48828125,3.42578125,47156568559.114174,6.129275869773565,141469705677.3426,1408798525283.5623,183.11160184542754,4226395575850.6885,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.20390625,0.8904819347238612,2.48828125,3.42578125,47156568559.114174,5.756112251065761,141469705677.3426,1408798525283.5623,171.963370076485,4226395575850.6885,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.20390625,0.9544066084386861,1.03515625,1.94921875,17822387575.648876,2.0297596681570464,53467162726.94664,546858055904.0393,62.28068048511047,1640574167712.1204,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.20390625,1.2266226809209653,3.42578125,3.23828125,56611648222.148926,5.0165712079663605,169834944666.4468,1408798525283.5623,124.83893936509587,4226395575850.6885,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21171875,1.0247285215340804,3.49609375,1.85546875,51259369565.45388,5.437216284952733,153778108696.36172,1414537122382.9954,150.04367675006338,4243611367148.9873,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21171875,1.1809892238480608,1.57421875,1.85546875,20751712030.338333,1.9099419599387113,62255136091.015015,808919074419.5472,74.45113348575552,2426757223258.6426,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21171875,1.1809892238480608,3.49609375,1.85546875,51259369565.45388,4.71779969912533,153778108696.36172,1414537122382.9954,130.19088738222985,4243611367148.9873,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21171875,1.1809892238480608,3.49609375,3.70703125,57355028740.68997,5.278830770453232,172065086222.07007,1414537122382.9954,130.19088738222985,4243611367148.9873,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21953125,0.9500159655116265,3.09765625,1.69140625,46518839572.186966,5.322432242440682,139556518716.56104,1420275719482.4292,162.5002117862059,4260827158447.2886,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21953125,0.9772856937497285,3.00390625,1.78515625,46618556385.86571,5.185008255186504,139855669157.59705,1420275719482.4292,157.96588099390573,4260827158447.2886,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21953125,1.0227143062502715,3.23828125,2.93359375,55405090029.36688,5.8885383314689514,166215270088.1007,1420275719482.4292,150.9490916988678,4260827158447.2886,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21953125,1.0686833748574731,3.09765625,1.52734375,43936580958.659966,4.468784145004966,131809742875.97998,1414154970087.1428,143.83352484462728,4242464910261.4297,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21953125,1.0686833748574731,3.09765625,1.69140625,46518839572.186966,4.7314253450858175,139556518716.56104,1420275719482.4292,144.45606549882473,4260827158447.2886,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.21953125,1.0686833748574731,3.89453125,1.69140625,51381040843.70437,5.225959227283525,154143122531.11307,1420275719482.4292,144.45606549882473,4260827158447.2886,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.22734375,0.90982458861699,3.96484375,3.26171875,59765379558.54021,7.140098201139856,179296138675.62073,1426014316581.8618,170.36421975121357,4278042949745.5874,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.22734375,1.0499840344883735,3.73046875,1.36328125,44981259485.71174,4.656515884820903,134943778457.1352,1364482553956.8516,141.25292976910382,4093447661870.5547,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.23515625,0.8749008284537455,1.69140625,1.85546875,23360973758.433628,2.9023132628395456,70082921275.30089,999343251281.5773,124.15609050871127,2998029753844.733,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.23515625,0.9037776804704579,3.89453125,2.95703125,59668723149.95299,7.176245792873178,179006169449.859,1431752913681.2947,172.19424651367626,4295258741043.885,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.23515625,0.9385768710939755,1.08203125,1.26953125,7271790119.060782,0.8421387675384003,21815370357.182343,457994871269.64734,53.03992966174127,1373984613808.9434,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.23515625,0.9892084220510814,2.25390625,2.95703125,43215448338.78899,4.748575968887325,129646345016.36699,1418808488261.4666,155.90072880869602,4256425464784.4043,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.23515625,0.9892084220510814,3.89453125,2.41796875,57730113936.223724,6.343468418274456,173190341808.6713,1431752913681.2947,157.32308099622333,4295258741043.885,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.23515625,0.9892084220510814,3.89453125,2.95703125,59668723149.95299,6.556485602620444,179006169449.859,1431752913681.2947,157.32308099622333,4295258741043.885,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.24296875,1.0147404821612356,1.85546875,1.38671875,20166075035.697914,2.1601234170974593,60498225107.09376,1203404039779.7925,128.90466994476537,3610212119339.3774,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.24296875,1.0147404821612356,2.08984375,1.38671875,25465663869.452393,2.7277978862500567,76396991608.35721,1299299511093.972,139.17667641169893,3897898533281.917,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.24296875,1.0147404821612356,2.08984375,1.73828125,31704878957.85938,3.3961220193755137,95114636873.57812,1351389598793.0142,144.75639472764178,4054168796379.0425,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.24296875,1.016723200837085,2.08984375,1.38671875,25465663869.452393,2.7224783894503792,76396991608.35721,1299299511093.972,138.90526704940945,3897898533281.917,9200000000.0,4,0.5254934771850635
Building code,TCs,TC,1.25078125,0.9409249341937181,1.69140625,1.97265625,24506204465.312042,2.8309568381742394,73518613395.93607,1005350367524.7231,116.13807849084473,3016051102574.1694,9200000000.0,4,0.5254934771850635
